Description,DisplayName,Id,Members,RoleTemplateId
Can manage all aspects of Microsoft Entra ID and Microsoft services that use Microsoft Entra identities.,Global Administrator,17af4e2d-65bc-4d0b-82db-6b1742112c69,,62e90394-69f5-4237-9190-012177145e10
