Description,DisplayName,Id,Members,RoleTemplateId
Manages all aspects of Microsoft Fabric.,Fabric Administrator,c227c074-9177-4aa4-a93e-3ddc8d287c18,,a9ea8996-122f-4c74-9520-8edcd192826c
